Arizona Peach,Four Peaks Brewing,United States,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Abbey Normal Ale,Four Peaks Brewing,United States,Belgian and French Ale,Other Belgian-Style Ales,Fruity and spicy,Seafood
American-Style Brown Ale,Four Peaks Brewing,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Alt Ball and Chain,Four Peaks Brewing,United States,German Ale,German-Style Brown Ale/Altbier,Malty and sweet,Vegetarian
Barrel-Aged Blind Date Ale,Four Peaks Brewing,United States,Belgian and French Ale,Other Belgian-Style Ales,Fruity and spicy,Seafood
Belgian Wit,Four Peaks Brewing,United States,Belgian and French Ale,Belgian-Style White,Hoppy and bitter,Chicken
Blind Date Ale,Four Peaks Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Black Betty Schwartzbier,Four Peaks Brewing,United States,German Lager,German-Style Schwarzbier,Dark and roasty,Vegetables
Caulfield's Rye,Four Peaks Brewing,United States,Other Style,American Rye Ale or Lager,Clean and crisp,Pasta
Raspberry Porter,Southern Tier Brewing Co,United States,Irish Ale,Porter,Dark and roasty,Burgers
Raspberry Wheat,Southern Tier Brewing Co,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Chimay Premire (Chimay Red),Chimay (Abbaye Notre Dame de Scourmont),Belgium,Belgian and French Ale,Belgian-Style Dubbel,Fruity and sweet,Pork
Chimay Triple (Chimay White),Chimay (Abbaye Notre Dame de Scourmont),Belgium,Belgian and French Ale,Belgian-Style Tripel,Varies,Cheese
Samuel Adams Cream Stout,Boston Beer Company,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Samuel Adams Hefeweizen,Boston Beer Company,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Samuel Adams Brown Ale,Boston Beer Company,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Samuel Adams Honey Porter,Boston Beer Company,United States,Irish Ale,Porter,Dark and roasty,Burgers
Samuel Adams Irish Red,Boston Beer Company,United States,Irish Ale,Irish-Style Red Ale,Hoppy and bitter,Chicken
Alaskan Amber,Alaskan Brewing,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Alaskan Pale,Alaskan Brewing,United States,North American Ale,Golden or Blonde Ale,Hoppy and bitter,Chicken
Alaskan Stout,Alaskan Brewing,United States,British Ale,Oatmeal Stout,Dark and roasty,Vegetables
Alaskan ESB,Alaskan Brewing,United States,British Ale,Extra Special Bitter,Hoppy and bitter,Chicken
Alaskan IPA,Alaskan Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Alaskan Smoked Porter,Alaskan Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Winter Ale,Alaskan Brewing,United States,Other Style,Winter Warmer,Hoppy and bitter,Chicken
Alaskan Summer Ale,Alaskan Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Alaskan Barley Wine Ale,Alaskan Brewing,United States,North American Ale,American-Style Barley Wine Ale,Varies,Desserts
Breakup Bock,Alaskan Brewing,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Old 55 Pale Ale,Silver Gulch Brewing Company,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Kodiak Brown Nut Brown Ale,Midnight Sun Brewing Co.,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Arctic Rhino Coffee Porter,Midnight Sun Brewing Co.,United States,Irish Ale,Porter,Dark and roasty,Burgers
Sockeye Red IPA,Midnight Sun Brewing Co.,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Panty Peeler Tripel,Midnight Sun Brewing Co.,United States,Belgian and French Ale,Belgian-Style Tripel,Varies,Cheese
La Maitresse du Moine,Midnight Sun Brewing Co.,United States,North American Ale,Dark American-Belgo-Style Ale,Hoppy and bitter,Chicken
Arctic Devil Barley Wine,Midnight Sun Brewing Co.,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
CoHoHo Imperial IPA,Midnight Sun Brewing Co.,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Meltdown Double IPA,Midnight Sun Brewing Co.,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Old Whiskers,Midnight Sun Brewing Co.,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Fur Rondy,Midnight Sun Brewing Co.,United States,Other Style,Winter Warmer,Hoppy and bitter,Chicken
Fallen Angel,Midnight Sun Brewing Co.,United States,Belgian and French Ale,Belgian-Style Pale Strong Ale,Hoppy and bitter,Chicken
Conspiracy,Midnight Sun Brewing Co.,United States,North American Ale,Dark American-Belgo-Style Ale,Hoppy and bitter,Chicken
Obliteration III,Midnight Sun Brewing Co.,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Colonel Paris Pale Ale,Blue Ridge Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Scotch Ale,Brauhaus Brew Hall,United States,British Ale,Scotch Ale,Hoppy and bitter,Chicken
Pig Pen Pilsener,Allentown Brew Works,United States,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Fegley's Amber Lager,Allentown Brew Works,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Steelgaarden Wit,Allentown Brew Works,United States,Belgian and French Ale,Belgian-Style White,Hoppy and bitter,Chicken
Hop Explosion,Allentown Brew Works,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Pawn Shop Porter,Allentown Brew Works,United States,Irish Ale,Porter,Dark and roasty,Burgers
Apricot Ale,Allentown Brew Works,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Pumpkin Ale,Allentown Brew Works,United States,Other Style,Pumpkin Beer,Hoppy and bitter,Chicken
Rude Elf's Reserve,Allentown Brew Works,United States,North American Ale,Dark American-Belgo-Style Ale,Hoppy and bitter,Chicken
CH-47 Pale Ale,Bethlehem Brew Works,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Cassis Reserve Lambic,Bethlehem Brew Works,United States,Belgian and French Ale,Belgian-Style Fruit Lambic,Varies,Desserts
Arc Weld Alt,Bethlehem Brew Works,United States,German Ale,German-Style Brown Ale/Altbier,Malty and sweet,Vegetarian
Billtown Blonde,Bullfrog Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Fast Eddies Pale Ale,Bullfrog Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Susquehanna Oatmeal Stout,Bullfrog Brewery,United States,British Ale,Oatmeal Stout,Dark and roasty,Vegetables
Edgar I.P.A.,Bullfrog Brewery,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Inspiration Red,Bullfrog Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Smoked Porter,Bullfrog Brewery,United States,Irish Ale,Porter,Dark and roasty,Burgers
Hands Off Maibock,Bullfrog Brewery,United States,German Lager,German-Style Heller Bock/Maibock,Malty and roasty,Steak
Hammerin' Ale,Bavarian Barbarian Brewing Company,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Headbangerz Brown Ale,Bavarian Barbarian Brewing Company,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Weldspatter IPA,Bavarian Barbarian Brewing Company,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Square Feet Wheat,Bavarian Barbarian Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Oberon Ale,Bell's Brewery Inc.,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Porter,Bell's Brewery Inc.,United States,Irish Ale,Porter,Dark and roasty,Burgers
Lager Beer,Bell's Brewery Inc.,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Third Coast Old Ale,Bell's Brewery Inc.,United States,British Ale,Old Ale,Hoppy and bitter,Chicken
Third Coast Beer,Bell's Brewery Inc.,United States,North American Ale,Golden or Blonde Ale,Hoppy and bitter,Chicken
Pale Ale,Bell's Brewery Inc.,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Two Hearted Ale,Bell's Brewery Inc.,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Kalamazoo Stout,Bell's Brewery Inc.,United States,British Ale,Sweet Stout,Dark and roasty,Vegetables
Winter White Ale,Bell's Brewery Inc.,United States,Belgian and French Ale,Belgian-Style White,Hoppy and bitter,Chicken
Amber Ale,Bell's Brewery Inc.,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Best Brown Ale,Bell's Brewery Inc.,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Bell's Cherry Stout,Bell's Brewery Inc.,United States,Other Style,Fruit Beer,Hoppy and bitter,Chicken
Consecrator Doppelbock Beer,Bell's Brewery Inc.,United States,German Lager,German-Style Doppelbock,Malty and roasty,Steak
Special Double Cream Stout,Bell's Brewery Inc.,United States,British Ale,Sweet Stout,Dark and roasty,Vegetables
Expedition Stout,Bell's Brewery Inc.,United States,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
Hell Hath No Fury Ale,Bell's Brewery Inc.,United States,North American Ale,Dark American-Belgo-Style Ale,Hoppy and bitter,Chicken
Hopslam Ale,Bell's Brewery Inc.,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Java Stout,Bell's Brewery Inc.,United States,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
Octoberfest Beer,Bell's Brewery Inc.,United States,German Lager,German-Style Oktoberfest,Hoppy and bitter,Chicken
Batch 8000,Bell's Brewery Inc.,United States,Belgian and French Ale,Belgian-Style White,Hoppy and bitter,Chicken
Batch 7000,Bell's Brewery Inc.,United States,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
Rocket's Red Ale,Liberty Steakhouse and Brewery,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Liberty White Ale,Liberty Steakhouse and Brewery,United States,Belgian and French Ale,Belgian-Style White,Hoppy and bitter,Chicken
Capitol Kolsch,Capital City Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Amber Waves,Capital City Brewing Company,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Irish Red Ale,Capital City Brewing Company,United States,Irish Ale,Irish-Style Red Ale,Hoppy and bitter,Chicken
Kerberos,Flying Dog Brewery,United States,Belgian and French Ale,Belgian-Style Tripel,Varies,Cheese
Circus Boy,Magic Hat,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Odd Notion Winter 07,Magic Hat,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Odd Notion Spring 08,Magic Hat,United States,Irish Ale,Irish-Style Red Ale,Hoppy and bitter,Chicken
Odd Notion Summer 08,Magic Hat,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Single Chair Ale,Magic Hat,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Roxy Rolles,Magic Hat,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Jinx,Magic Hat,United States,British Ale,Scotch Ale,Hoppy and bitter,Chicken
Feast of Fools,Magic Hat,United States,Other Style,Fruit Beer,Hoppy and bitter,Chicken
Chaotic Chemistry,Magic Hat,United States,North American Ale,American-Style Barley Wine Ale,Varies,Desserts
Braggot,Magic Hat,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Thumbsucker,Magic Hat,United States,North American Ale,American-Style Imperial Stout,Dark and roasty,Vegetables
Yards Saison,Yards Brewing,United States,Belgian and French Ale,French & Belgian-Style Saison,Fruity and spicy,Seafood
General Washington Tavern Porter,Yards Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Samuel Adams Hallertau Imperial Pilsner,Boston Beer Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Westmalle Trappist Dubbel,Brouwerij Abdij der Trappisten van Westmalle,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Acme California Pale Ale,North Coast Brewing Company,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Scrimshaw Pilsner Style Beer,North Coast Brewing Company,United States,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Dry Hopped St. Rogue Red Ale,Rogue Ales,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Dead Guy Ale,Rogue Ales,United States,German Lager,German-Style Heller Bock/Maibock,Malty and roasty,Steak
American Amber Ale,Rogue Ales,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Artisan Lager,Rogue Ales,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Brutal Bitter,Rogue Ales,United States,British Ale,Extra Special Bitter,Hoppy and bitter,Chicken
Charlie 1981,Rogue Ales,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Chipotle Ale,Rogue Ales,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Chocolate Stout,Rogue Ales,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Hazelnut Brown Nectar,Rogue Ales,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Honey Cream Ale,Rogue Ales,United States,Other Style,American-Style Cream Ale or Lager,Hoppy and bitter,Chicken
Imperial India Pale Ale / I2PA,Rogue Ales,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
Juniper Pale Ale,Rogue Ales,United States,Other Style,Herb and Spice Beer,Hoppy and bitter,Chicken
Half-E-Weizen,Rogue Ales,United States,Belgian and French Ale,Belgian-Style White,Hoppy and bitter,Chicken
Mocha Porter / New Porter,Rogue Ales,United States,Irish Ale,Porter,Dark and roasty,Burgers
Mogul Ale,Rogue Ales,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Monk Madness Ale,Rogue Ales,United States,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Morimoto Black Obi Soba Ale,Rogue Ales,United States,Other Style,Fruit Beer,Hoppy and bitter,Chicken
Morimoto Imperial Pilsner,Rogue Ales,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Old Crustacean Barleywine 2004,Rogue Ales,United States,North American Ale,American-Style Barley Wine Ale,Varies,Desserts
Morimoto Soba Ale,Rogue Ales,United States,Other Style,Fruit Beer,Hoppy and bitter,Chicken
Oregon Golden Ale,Rogue Ales,United States,North American Ale,Golden or Blonde Ale,Hoppy and bitter,Chicken
Santas Private Reserve,Rogue Ales,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Shakespeare Stout,Rogue Ales,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Red Fox,Rogue Ales,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Roughstock Ale,Rogue Ales,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Ten Thousand Brew Ale,Rogue Ales,United States,North American Ale,Imperial or Double India Pale Ale,Hoppy and bitter,Chicken
XS Imperial Stout,Rogue Ales,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
bber Pilsner,Rogue Ales,United States,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Issaquah Bullfrog Ale,Rogue Ales,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Chamomellow,Rogue Ales,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Dad's Little Helper,Rogue Ales,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Frosty Frog,Rogue Ales,United States,Other Style,Winter Warmer,Hoppy and bitter,Chicken
Golden Frog,Rogue Ales,United States,Belgian and French Ale,Other Belgian-Style Ales,Fruity and spicy,Seafood
Honey Orange Wheat,Rogue Ales,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Hoppy Frog,Rogue Ales,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Imperial Red,Rogue Ales,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Jittery Frog,Rogue Ales,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Kells Irish Style Lager,Rogue Ales,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Menage Frog,Rogue Ales,United States,Belgian and French Ale,Belgian-Style Tripel,Varies,Cheese
Rogue Smoke,Rogue Ales,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Tracktown IPA,Rogue Ales,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Trafalgar IPA,Rogue Ales,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Youngers Special Bitter,Rogue Ales,United States,British Ale,Extra Special Bitter,Hoppy and bitter,Chicken
Dark Mild,Brewery Creek Brewing,United States,British Ale,English-Style Pale Mild Ale,Hoppy and bitter,Chicken
Irish Stout,Brewery Creek Brewing,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Brune (Brown),Abbaye de Leffe,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Upland Wheat Ale,Upland Brewing,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
O'Hara's Celtic Stout,Carlow Brewing Company,Ireland,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Balashi,Brouwerij Nacional Balashi,Aruba,German Lager,German-Style Pilsener,Clean and crisp,Pasta
St. Adrian's Alt,Capital City Brewing Company,United States,German Ale,German-Style Brown Ale/Altbier,Malty and sweet,Vegetarian
Pale Ale,Palmetto Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Avenue Ale,White Marsh Brewing Company,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Copper Head Ale,Fordham Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Geary's Pale Ale,D.L. Geary Brewing Company,United States,British Ale,Special Bitter or Best Bitter,Hoppy and bitter,Chicken
Aecht Schlenkerla Rauchbier Urbock,Heller Bru Trum,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Grolsch Amber Ale,Grolsche Bierbrouwerij,Netherlands,German Ale,German-Style Brown Ale/Altbier,Malty and sweet,Vegetarian
Grolsch Premium Weizen,Grolsche Bierbrouwerij,Netherlands,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Grolsch Dunkel Weizen,Grolsche Bierbrouwerij,Netherlands,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Grolsch Pilsner Speciale,Grolsche Bierbrouwerij,Netherlands,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Grolsch Premium Pilsner,Grolsche Bierbrouwerij,Netherlands,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Sneck Lifter,Jennings Brewery,United Kingdom,North American Ale,Dark American-Belgo-Style Ale,Hoppy and bitter,Chicken
Chimay Grand Reserve(Chimay Blue),Chimay (Abbaye Notre Dame de Scourmont),Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
La Trappe Enkel / La Trappe Blond,Bierbrouwerij De Koningshoeven,Netherlands,North American Ale,Golden or Blonde Ale,Hoppy and bitter,Chicken
La Trappe Dubbel,Bierbrouwerij De Koningshoeven,Netherlands,Belgian and French Ale,Belgian-Style Dubbel,Fruity and sweet,Pork
Rodenbach,Brouwerij Rodenbach,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Grand Cru,Brouwerij Rodenbach,Belgium,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Leffe Blonde,Abbaye de Leffe,Belgium,North American Ale,Golden or Blonde Ale,Hoppy and bitter,Chicken
Newcastle Brown Ale,Scottish & Newcastle Breweries,United Kingdom,North American Ale,American-Style Brown Ale,Malty and sweet,Vegetarian
Abbey Dubbel,Brewery Ommegang,United States,Belgian and French Ale,Belgian-Style Dubbel,Fruity and sweet,Pork
Domaine DuPage French Country Ale,Two Brothers Brewing,United States,Belgian and French Ale,French & Belgian-Style Saison,Fruity and spicy,Seafood
The Bitter End Pale Ale,Two Brothers Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Maximus Ale,Lagunitas Brewing Company,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Bar Harbor Real Ale,Atlantic Brewing Company,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Honey Brown,High Falls Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Apricot Weizen Ale,Pyramid Ales Brewery,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
St-Ambroise Oatmeal Stout,Brasserie McAuslan,Canada,British Ale,Oatmeal Stout,Dark and roasty,Vegetables
St-Ambroise Apricot Wheat Ale,Brasserie McAuslan,Canada,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Tecate,Cervecera Cuauhtmoc-Moctezuma,Mexico,North American Lager,American-Style Lager,Clean and crisp,Pasta
Corona Extra,Grupo Modelo,Mexico,North American Lager,American-Style Lager,Clean and crisp,Pasta
Club Colombia,Bavaria,Colombia,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Dunkel,Lawenbrau Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Boulevard Unfiltered Wheat,Boulevard Brewing Company,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Bison Chocolate Stout,Bison Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Porter,Sierra Nevada Brewing Co.,United States,Irish Ale,Porter,Dark and roasty,Burgers
Sierra Nevada Pale Ale,Sierra Nevada Brewing Co.,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Unfiltered Wheat Beer,Sierra Nevada Brewing Co.,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Stout,Sierra Nevada Brewing Co.,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
ESB - Early Spring Beer,Sierra Nevada Brewing Co.,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Summerfest,Sierra Nevada Brewing Co.,United States,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Anniversary Ale 2007,Sierra Nevada Brewing Co.,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Celebration Ale,Sierra Nevada Brewing Co.,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Bigfoot,Sierra Nevada Brewing Co.,United States,North American Ale,American-Style Barley Wine Ale,Varies,Desserts
Schwarze Weisse,Lawenbrau Brauerei,Germany,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Triumphator,Lawenbrau Brauerei,Germany,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Sharkbite Red,Port Brewing Company,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Allagash White,Allagash Brewing,United States,Belgian and French Ale,Belgian-Style White,Hoppy and bitter,Chicken
Wit,Nagne  - Det Kompromisslase Bryggeri A/S,Norway,Belgian and French Ale,Belgian-Style White,Hoppy and bitter,Chicken
Burton Baton,Dogfish Head Craft Brewery,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
World Wide Stout,Dogfish Head Craft Brewery,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Black Chocolate Stout,Brooklyn Brewery,United States,North American Ale,American-Style Stout,Dark and roasty,Vegetables
Vertical Epic 06.06.06,Stone Brewing Co.,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pilsener Bier,Caldera Brewing,United States,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Caldera IPA,Caldera Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Dry Hop Orange,Caldera Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Ashland Amber,Caldera Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Dry Hop Red,Caldera Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Pilot Rock Porter,Caldera Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Dark Lager,Caldera Brewing,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Pale Ale,Caldera Brewing,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
Cerveza Sol,Cervecera Cuauhtmoc-Moctezuma,Mexico,North American Lager,American-Style Lager,Clean and crisp,Pasta
Purple Haze,Abita Brewing Company,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Great Northern Porter,Summit Brewing,United States,Irish Ale,Porter,Dark and roasty,Burgers
Red Oak Amber Lager,Red Oak Brewery,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Battlefield Bock,Red Oak Brewery,United States,German Lager,Traditional German-Style Bock,Malty and roasty,Steak
Hummin Bird,Red Oak Brewery,United States,North American Lager,American-Style Light Lager,Clean and crisp,Pasta
Eisenbahn Weizenbock,Cervejaria Sudbrack,Brazil,German Ale,South German-Style Weizenbock,Malty and roasty,Steak
Dreher Classic,Dreher Srgyrak Zrt.,Hungary,German Lager,German-Style Pilsener,Clean and crisp,Pasta
 Bitter,Nagne  - Det Kompromisslase Bryggeri A/S,Norway,British Ale,Ordinary Bitter,Hoppy and bitter,Chicken
Havre Stout,Nagne  - Det Kompromisslase Bryggeri A/S,Norway,British Ale,Oatmeal Stout,Dark and roasty,Vegetables
Celebrator,Brauerei Aying Franz Inselkammer KG,Germany,German Lager,German-Style Doppelbock,Malty and roasty,Steak
Dos Equis Amber Lager,Cervecera Cuauhtmoc-Moctezuma,Mexico,North American Lager,American-Style Lager,Clean and crisp,Pasta
Dos Equis Special Lager,Cervecera Cuauhtmoc-Moctezuma,Mexico,North American Lager,American-Style Lager,Clean and crisp,Pasta
Iron City,Iron City Brewing Co.,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Optimator,Spaten-Franziskaner-Bru,Germany,German Lager,German-Style Doppelbock,Malty and roasty,Steak
Pilsner Urquell,Plzesk Prazdroj,Czech Republic,German Lager,German-Style Pilsener,Clean and crisp,Pasta
Widmer Hefeweizen,Widmer Brothers Brewing,United States,German Ale,South German-Style Hefeweizen,Fruity and spicy,Seafood
Broken Halo IPA,Widmer Brothers Brewing,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Drop Top Amber Ale,Widmer Brothers Brewing,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Grasshopper,Big Rock Brewery,Canada,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
Widmer W'08,Widmer Brothers Brewing,United States,Other Style,Light American Wheat Ale or Lager,Clean and crisp,Pasta
 Saison,Nagne  - Det Kompromisslase Bryggeri A/S,Norway,Belgian and French Ale,French & Belgian-Style Saison,Fruity and spicy,Seafood
Duveneck's Dortmunder,Barrel House Brewing Co.,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Cumberland Pale Ale,Barrel House Brewing Co.,United States,North American Ale,American-Style Pale Ale,Hoppy and bitter,Chicken
RedLegg Ale,Barrel House Brewing Co.,United States,North American Ale,American-Style Amber/Red Ale,Hoppy and bitter,Chicken
Star Beer,Sierra Leone Brewery,Sierra Leone,British Ale,Classic English-Style Pale Ale,Varies,Cheese
Wachusetts IPA,Wachusetts Brewing Company,United States,North American Ale,American-Style India Pale Ale,Hoppy and bitter,Chicken
Narragansett Lager,The Narragansett Brewing Company,United States,North American Lager,American-Style Lager,Clean and crisp,Pasta
Gordon Biersch Marzen,Gordon Biersch Brewing,United States,British Ale,Classic English-Style Pale Ale,Varies,Cheese
